class,pred1,pred2,equals,Summary,Description,Enviroment
Configuration Bug Report,Other,Configuration Bug Report,False,Mozilla does not compile on NetBSD/arm32,"Created by Frank van der Linden (frank@wins.uva.nl) on Tuesday, April 21, 1998 4:39:48 PM PDT Additional Details : Mozilla does not compile on NetBSD for the ARM processor (NetBSD/arm32). The patches mentioned in bugreport #122 make it work on some, but not all architectures that NetBSD runs on. The following patch fixes this, and can be applied on a source tree that has the patches in report #122 already applied: ftp://ftp.netbsd.org/pub/NetBSD/misc/fvdl/mozilla/diff.002 Updated by Frank van der Linden (frank@wins.uva.nl) on Sunday, May 24, 1998 4:47:35 PM PDT Additional Details : The updated changes for the 1998-04-29 version can be found in ftp://ftp.netbsd.org/ftp/pub/NetBSD/misc/fvdl/mozilla/diff-19980429.001 This patch combines the patch in report #122 with the one for this report, and updates it for the 1998-04-29 version. There weren't many changes; just a few conflicts with changes made in the main source tree were resolved. Updated by Brian Ostrom (briano@netscape.com) on Monday, July 13, 1998 3:49:20 PM PDT Additional Details : Well, that worked well.... I changed the assigned-to field and added a comment, and submitted it..., and only the assigned-to entry got updated. Swell. Anyway, Wan-Teh, I reassigned this to you because most of the remaining changes are in NSPR. The most recent diff file is in: ftp://ftp.netbsd.org/pub/NetBSD/misc/fvdl/mozilla/ Updated by Wan-Teh Chang (wtc@netscape.com) on Monday, July 13, 1998 3:54:09 PM PDT Additional Details : OK. Accepted the bug. Chris Toshok also gave me some NetBSD files on June 30, 1998. Are we under a code freeze right now? Updated by Wan-Teh Chang (wtc@netscape.com) on Monday, July 13, 1998 5:50:00 PM PDT Additional Details : I merged into my private tree the two files Chris Toshok gave me and also diff-19980408.001, diff-19980408.002, diff-19980429.001, and diff-19980603.001 in ftp://ftp.netbsd.org/pub/NetBSD/misc/fvdl/mozilla/. I will check it in when I find out whether there is a code freeze. Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, July 17, 1998 4:33:00 PM PDT Additional Details : I just checked in the NetBSD port of NSPR. Frank, after you verify that Mozilla builds on NetBSD, let us know so that we can close this bug. Updated by Frank van der Linden (frank@wins.uva.nl) on Tuesday, August 4, 1998 12:04:09 PM PDT Additional Details : The remainder of the patches (i.e. the ones that are left now that the nsprpub part has been integrated) for the 1998-07-28 release can be found in ftp://ftp.netbsd.org/pub/NetBSD/misc/fvdl/mozilla/diff-19980728.001 This diff does contain 2 additions to files that already were patched; one because the name of a jmpbuf index was changed in the arm32 specific files of NetBSD, and another that makes the compile always use -fPIC.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,No not shared library support in Makefiles,"Created by Kazushi Marukawa (jam@pobox.com) on Tuesday, May 19, 1998 3:02:14 AM PDT Additional Details : If I decide to use not shared libraries only, some makefiles under nsprpub directory made errors. I made patches for Makefiles to fix them. But I couldn't paste them here. I put my patch at ""http://www.io.com/~kazushi/unix/netscape.noshared-patch"" Updated by Kazushi Marukawa (jam@pobox.com) on Friday, June 12, 1998 11:42:40 PM PDT Additional Details : I decide to paste above my patch because I want to delete it. Index: nsprpub/config/rules.mk =================================================================== RCS file: /cvsroot/mozilla/nsprpub/config/rules.mk,v retrieving revision 3.5 diff -u -r3.5 rules.mk --- rules.mk 1998/05/07 07:23:49 3.5 +++ rules.mk 1998/05/19 05:47:19 @@ -84,10 +84,12 @@ else LIBRARY = $(OBJDIR)/lib$(LIBRARY_NAME)$(LIBRARY_VERSION).$(LIB_SUFFIX) +ifdef MKSHLIB ifeq ($(OS_ARCH)$(OS_RELEASE), AIX4.1) SHARED_LIBRARY = $(OBJDIR)/lib$(LIBRARY_NAME)$(LIBRARY_VERSION)_shr.a else SHARED_LIBRARY = $(OBJDIR)/lib$(LIBRARY_NAME)$(LIBRARY_VERSION).$(DLL_SUFFIX) +endif endif ifdef HAVE_PURIFY ifdef DSO_BACKEND Index: nsprpub/lib/ds/Makefile =================================================================== RCS file: /cvsroot/mozilla/nsprpub/lib/ds/Makefile,v retrieving revision 3.2 diff -u -r3.2 Makefile --- Makefile 1998/04/30 19:36:45 3.2 +++ Makefile 1998/05/19 05:47:20 @@ -97,7 +97,9 @@ export:: $(TARGETS) $(INSTALL) -m 444 $(HEADERS) $(DIST)/include $(INSTALL) -m 444 $(TARGETS) $(DIST)/lib +ifdef SHARED_LIBRARY $(INSTALL) -m 444 $(SHARED_LIBRARY) $(DIST)/bin +endif ifeq ($(MOZ_BITS),16) $(INSTALL) -m 444 $(HEADERS) $(MOZ_INCL) $(INSTALL) -m 444 $(TARGETS) $(MOZ_DIST)/lib Index: nsprpub/lib/libc/src/Makefile =================================================================== RCS file: /cvsroot/mozilla/nsprpub/lib/libc/src/Makefile,v retrieving revision 3.2 diff -u -r3.2 Makefile --- Makefile 1998/04/30 19:36:46 3.2 +++ Makefile 1998/05/19 05:47:22 @@ -95,7 +95,9 @@ export:: $(TARGETS) $(INSTALL) -m 444 $(TARGETS) $(DIST)/lib +ifdef SHARED_LIBRARY $(INSTALL) -m 444 $(SHARED_LIBRARY) $(DIST)/bin +endif ifeq ($(MOZ_BITS),16) $(INSTALL) -m 444 $(TARGETS) $(MOZ_DIST)/lib $(INSTALL) -m 444 $(TARGETS) $(MOZ_DIST)/bin Index: nsprpub/lib/msgc/src/Makefile =================================================================== RCS file: /cvsroot/mozilla/nsprpub/lib/msgc/src/Makefile,v retrieving revision 3.2 diff -u -r3.2 Makefile --- Makefile 1998/04/30 19:36:47 3.2 +++ Makefile 1998/05/19 05:47:25 @@ -98,7 +98,9 @@ export:: $(TARGETS) $(INSTALL) -m 444 $(TARGETS) $(DIST)/lib +ifdef SHARED_LIBRARY $(INSTALL) -m 444 $(SHARED_LIBRARY) $(DIST)/bin +endif ifeq ($(MOZ_BITS),16) $(INSTALL) -m 444 $(TARGETS) $(MOZ_DIST)/lib $(INSTALL) -m 444 $(TARGETS) $(MOZ_DIST)/bin Index: nsprpub/pr/src/Makefile =================================================================== RCS file: /cvsroot/mozilla/nsprpub/pr/src/Makefile,v retrieving revision 3.3 diff -u -r3.3 Makefile --- Makefile 1998/04/21 17:21:49 3.3 +++ Makefile 1998/05/19 05:47:35 @@ -296,7 +296,9 @@ export:: $(TARGETS) $(INSTALL) -m 444 $(TARGETS) $(DIST)/lib +ifdef SHARED_LIBRARY $(INSTALL) -m 444 $(SHARED_LIBRARY) $(DIST)/bin +endif ifeq ($(MOZ_BITS),16) $(INSTALL) -m 444 $(TARGETS) $(MOZ_DIST)/lib $(INSTALL) -m 444 $(TARGETS) $(MOZ_DIST)/bin Index: nsprpub/pr/tests/dll/Makefile =================================================================== RCS file: /cvsroot/mozilla/nsprpub/pr/tests/dll/Makefile,v retrieving revision 3.3 diff -u -r3.3 Makefile --- Makefile 1998/05/08 18:52:44 3.3 +++ Makefile 1998/05/19 05:47:56 @@ -58,7 +58,9 @@ TARGETS = $(SHARED_LIBRARY) $(IMPORT_LIBRARY) endif else +ifdef MKSHLIB SHARED_LIBRARY = $(OBJDIR)/libmy.$(DLL_SUFFIX) +endif TARGETS = $(SHARED_LIBRARY) endif @@ -82,9 +84,13 @@ endif export:: $(TARGETS) +ifdef SHARED_LIBRARY $(NSINSTALL) $(TARGETS) ../$(OBJDIR)/dll +endif install:: export clean:: +ifdef SHARED_LIBRARY rm -rf $(TARGETS) +endif Updated by Wan-Teh Chang (wtc@netscape.com) on Tuesday, June 16, 1998 8:33:05 PM PDT Additional Details : Accepted the bug. Thanks for the patch. I will review it and check it in. I am curious: which Unix platform do you use that doesn't have shared libraries? Updated by Wan-Teh Chang (wtc@netscape.com) on Monday, July 13, 1998 2:55:01 PM PDT Additional Details : Your fix has been checked into our internal development version of nspr. I used pretty much the patch you provided. The public Mozilla tree is in a stability code freeze right now. I will check in the fix when the code freeze is over.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,libplds21.so: can't open file: errno=2,"Not really sure who this goes to... but if you would please direct to the proper person it will be much appreciated. I am just a software engineer @ Raytheon and thought I would download the source and build it... well... built Mozilla on a Sun Ultra 2 Enterprise running Solaris 2.5.1, got a few warnings but when I went to run ""<mozilla_dir>./dist/SunOS5.5.1_sparc_OPT.OBJ/bin/mozilla-export"" I got this error: ""ld.so.1: ./dist/SunOS5.5.1_sparc_OPT.OBJ/bin/mozilla-export: fatal: libplds21.so: can't open file: errno=2 Killed"" (I also had to download gmake, got version 3.77, we are using gcc 2.7.2 - which you say that you support.) I saw some ""sh:"" errors in the make having to deal with xemacs.... didn't understand why... since you said on your web page that you didn't need xemacs. Soooo.... did I not compile correctly, or can it just not find a file?",MOZILLA
Configuration Bug Report,Configuration Bug Report,Other,False,BUILD: messages about OSF in Linux build,"The module is supposed to be for Linux but contains references about OSF (purely cosmetic change) Index: nsprpub/pr/src/md/unix/linux.c =================================================================== RCS file: /cvsroot/mozilla/nsprpub/pr/src/md/unix/linux.c,v retrieving revision 3.3 diff -b -r3.3 linux.c 85c85 < /* These functions should not be called for OSF1 */ --- > /* These functions should not be called for Linux */ 89c89 < PR_NOT_REACHED(""_MD_YIELD should not be called for OSF1.""); --- > PR_NOT_REACHED(""_MD_YIELD should not be called for Linux.""); 101c101 < PR_NOT_REACHED(""_MD_CREATE_THREAD should not be called for OSF1.""); --- > PR_NOT_REACHED(""_MD_CREATE_THREAD should not be called for Linux."");",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,[PP] NSPR building incorrectly on FreeBSD 3.0,"The current NSPR release (NSPRPUB_RELEASE_3_0) is building incorrectly on FreeBSD 3.0. On FreeBSD 3.0, there must be a libfoo.so to link against. FreeBSD will not use libfoo.so.1.0. The NSPR build scripts need to generate symbolic links for libnspr21.so libplc21.so and libpld21.so linking them back to their *.so.1.0 counterparts.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Other,False,PR_ImportFile; etc. should initialize NSPR implicitly.,"This bug is reported by John McMullen (mcmullen@netscape.com). PR_ImportFile, PR_ImportTCPSocket, and PR_ImportUDPSocket are not initializing NSPR implicitly. So if PR_ImportFile is the first NSPR function your program calls, your program will trigger this assertion failure (in a debug build): Assertion failure: NULL != _pr_fd_cache.stack, at prfdcach.c:77 Abort (core dumped) The fix is to add the following line to the beginning of PR_ImportFile, PR_ImportTCPSocket, and PR_ImportUDPSocket: if (!_pr_initialized) _PR_ImplicitInitialization(); A workaround is to add a dummy PR_GetCurrentThread() call before your PR_ImportFile call. The PR_GetCurrentThread() call forces NSPR to initialize.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,Shared library suffix incorrectly assumed to be .so in several places,"It appears that several places in the Mozilla tree, it is assumed that .so is the only possible shared library extension, when we know that .dll for PCs and .sl for HP-UX are but two exceptions. Have a look at these files: ./client.mk: Line 183 and 186 or so make reference to ""libnspr21.so"". ./configure.in: Case statement omitted HP-UX for DSO flags (submitted as a separate bug report). mozilla/xpfe/bootstrap/nsSetupRegistry.cpp: Many references to .so files in various #define *_DLL statements. Although cased for PC and Mac, it's not cased for UNIX (again HP-UX uses .sl). I would recommend checking the entire Mozilla tree for any files containing "".so"" and make sure they are shared library-suffix independent.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,minor tweak to Makefile.in for editor/txmgr/src and editor/txtsvc/src,"I found two places where we link xpcom from dist/lib instead of the usual dist/bin. Yeah, I know, the libraries are in both places, but everywhere else we link from dist/bin, so for consistency... (plus I play a trick on the VMS so files, and I only play that trick in the dist/bin directory, so I really do need this checkin)",MOZILLA
Configuration Bug Report,Other,Other,False,JA:PR2 Bargain America link incorrect in sidebar,"Under the Bargain America tab on the sidebar, the second link (Rolex...) is pointing to the wrong destination. It currently links to ""http://www.shopping-source.com/index?RequestCountry=JPN_2"". It should actually link to ""http://www.bamerica.com/baindex/"".",MOZILLA
Configuration Bug Report,Other,Other,False,DE:PR1 investorworld link not working,"In the investorworld panel, if the user becomes a member of investorworld, logs in and then clicks on ""Musterdepot"", the user gets a page saying that s/he needs to become a member or that there was a server time-out, so s/he needs to log in again. I have reproduced this a number of times. All of the other links appear to be working properly, but this one always brings me to this page.",MOZILLA
Configuration Bug Report,Other,Other,False,DE:Customize link for InvestorWorld should be disabled,"The URL for the customization of investorworld is not found. Steps to reproduce: 1. Open sidebar customization window. 2. Add investorworld to the sidebar and save. 3. Close the customization window and then reopen. 4. Select investorworld from the right-hand list. 5. Click on ""customize"". 6. Note that in the window that pops up you see a Not Found error page.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,[FIX]about: protocol directory needs clean up,"According to bug 68086, the following files should be removed from mozilla/netwerk/protocol/about/src/ mzAboutMozilla.cpp mzAboutMozilla.h nsAboutCredits.cpp nsAboutCredits.h nsAboutPlugins.cpp nsAboutPlugins.h Some of these files are still referenced by nsAboutProtocolModule.cpp However I could not find references to this file itself, so maybe it should be removed as well, I'm not sure.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,Nightly 1.3 are debug builds (file size ~ 40MB) (missing MSVCRTD.DLL),"User-Agent: Mozilla/5.0 (Windows; U; Win95; en; rv:1.3b) Gecko/20030216 Build Identifier: Mozilla/5.0 (Windows; U; Win95; en; rv:1.3) Build 2003022510 (.zip) The latest 1.3 nightly will not start, gives error: ""Cannot find required DLL-file MSVCRTD.DLL"" (translated). Neither browser nor profile manager works. I guess this is a resurface of bug 192220 Reproducible: Always Steps to Reproduce: 1. Download the win32.zip from ftp://ftp.mozilla.org/pub/mozilla/nightly/latest-1.3 (which as the moment is the same as ftp://ftp.mozilla.org/pub/mozilla/nightly/2003-02-25-10-1.3) 2. Unzip (to new folder) 3. Run Actual Results: Error message given above appears. Expected Results: Mozilla should start. As with bug 192220 I guess this will be fixed with the next upload, filing bug to keep track of this.",MOZILLA
Configuration Bug Report,Other,Other,False,1.4 won't launch,"User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; Q312461) Build Identifier: http://www.mozilla.org/releases/mozilla1.4/ Installed 1.4 and worked fine for a while. Then, I got a GPF (can't remember the page I was viewing). Try to restart the browser, but it didn't launch (process is there for .5 seconds and then exits). Completely re-installed the software: removed directories (installation and profiles), reg. settings after deinstalling the s/w via the control panel (as suggested in bug report # 195600). Still no luck - same symptoms: process is there for a very short while and then vanishes. Same goes for NS 7.1 (as downloaded as SEA from ftp.netscape.com). Disabled all other instances of Netscape (currently, I have only 4.79) and tried invoking just the profile manager: the same results. Also, disabled virus detection software but no change. Assumption: something very early on during the init sequence fails and the browser simply quits w/o error messages. Are the any log files I can investigate to further narrow down the bug? I searched the file systems for modified files (touched by the browser) but didn't find any. Reproducible: Always Steps to Reproduce: 1. Launch browser 2. Fails to launch 3. Actual Results: Browser didn't launch. Expected Results: Bring up at least the profile manager if not browser window based on command line parms. Windows 2k, SP3, 256 MB main memory with sufficient disk space. Tried with both JRE 1.4.1 and 1.4.2.",MOZILLA
Configuration Bug Report,Configuration Bug Report,Configuration Bug Report,True,Checkin for Bug 240552 broke clobber builds and builds w/ disable-cookie,"The checkin for Bug 240552 broke both AIX and HP-UX tinderboxes. They are both failing with similar errors. AIX: xlC_r -o nsInstallTrigger.o -c -DOSTYPE=\""AIX5.1\"" -DOSARCH=\""AIX\"" -DHAVE_DEPENDENT_LIBS -I/home/tbox/builds/tinderbox/AIX_5.1_Clobber/mozilla/xpinstall/src/../public -I../../dist/include/xpcom -I../../dist/include/xpcom_obsolete -I../../dist/include/string -I../../dist/include/jar -I../../dist/include/caps -I../../dist/include/content -I../../dist/include/necko -I../../dist/include/intl -I../../dist/include/locale -I../../dist/include/libreg -I../../dist/include/js -I../../dist/include/pref -I../../dist/include/widget -I../../dist/include/uriloader -I../../dist/include/xpconnect -I../../dist/include/dom -I../../dist/include/windowwatcher -I../../dist/include/plugin -I../../dist/include/unicharutil -I../../dist/include/appshell -I../../dist/include/docshell -I../../dist/include/cookie -I../../dist/include/layout -I../../dist/include/zlib -I../../dist/include/xpinstall -I../../dist/include -I/home/tbox/builds/tinderbox/AIX_5.1_Clobber/mozilla/obj-tinder/dist/include/nspr -I. -qflag=w:w -DNDEBUG -DTRIMMED -O2 -qmaxmem=-1 -qalias=noansi -DMOZILLA_CLIENT -D_MOZILLA_CONFIG_H_ -DMOZILLA_VERSION=\""1.8a2\"" -DAIX=1 -DHAVE_SYS_INTTYPES_H=1 -DNSCAP_DISABLE_DEBUG_PTR_TYPES=1 -DD_INO=d_ino -DSTDC_HEADERS=1 -DHAVE_ST_BLKSIZE=1 -DHAVE_SIGINFO_T=1 -DHAVE_INT16_T=1 -DHAVE_INT32_T=1 -DHAVE_INT64_T=1 -DHAVE_INT64=1 -DHAVE_UINT=1 -DHAVE_UINT_T=1 -DHAVE_UINT16_T=1 -DHAVE_DIRENT_H=1 -DHAVE_MEMORY_H=1 -DHAVE_UNISTD_H=1 -DHAVE_NL_TYPES_H=1 -DHAVE_MALLOC_H=1 -DHAVE_X11_XKBLIB_H=1 -DHAVE_SYS_STATVFS_H=1 -DHAVE_SYS_STATFS_H=1 -DHAVE_LIBC_R=1 -DHAVE_LIBM=1 -DHAVE_LIBDL=1 -DHAVE_LIBC_R=1 -DFUNCPROTO=15 -DHAVE_XSHM=1 -D_REENTRANT=1 -DHAVE_RANDOM=1 -DHAVE_STRERROR=1 -DHAVE_LCHOWN=1 -DHAVE_FCHMOD=1 -DHAVE_SNPRINTF=1 -DHAVE_MEMMOVE=1 -DHAVE_RINT=1 -DHAVE_STAT64=1 -DHAVE_LSTAT64=1 -DHAVE_FLOCKFILE=1 -DHAVE_LOCALTIME_R=1 -DHAVE_STRTOK_R=1 -DHAVE_RES_NINIT=1 -DHAVE_LANGINFO_CODESET=1 -DHAVE_I18N_LC_MESSAGES=1 -DMOZ_DEFAULT_TOOLKIT=\""gtk\"" -DMOZ_WIDGET_GTK=1 -DMOZ_ENABLE_XREMOTE=1 -DMOZ_X11=1 -DMOZ_APP_NAME=\""mozilla\"" -DMOZ_ENABLE_COREXFONTS=1 -DMOZ_EXTRA_X11CONVERTERS=1 -DOJI=1 -DIBMBIDI=1 -DMOZ_VIEW_SOURCE=1 -DACCESSIBILITY=1 -DMOZ_XPINSTALL=1 -DMOZ_JSLOADER=1 -DHAVE_GSSAPI_GSSAPI_H=1 -DHAVE_GSSAPI_GSSAPI_GENERIC_H=1 -DHAVE_GSS_C_NT_HOSTBASED_SERVICE=1 -DMOZ_MATHML=1 -DMOZ_SVG=1 -DMOZ_SVG_RENDERER_LIBART=1 -DMOZ_LOGGING=1 -DMOZ_USER_DIR=\"".mozilla\"" -DHAVE_ALLOCA_H=1 -DHAVE_ALLOCA=1 -DMOZ_XUL=1 -DMOZ_PROFILESHARING=1 -DMOZ_PROFILELOCKING=1 -DSUNCTL=1 -DMOZ_BYPASS_PROFILE_AT_STARTUP=1 -DMOZ_DLL_SUFFIX=\"".so\"" -DXP_UNIX=1 -DUNIX_ASYNC_DNS=1 -DJS_THREADSAFE=1 -DNS_PRINT_PREVIEW=1 -DNS_PRINTING=1 -DMOZILLA_LOCALE_VERSION=\""1.8a\"" -DMOZILLA_REGION_VERSION=\""1.8a\"" -DMOZILLA_SKIN_VERSION=\""1.5\"" /home/tbox/builds/tinderbox/AIX_5.1_Clobber/mozilla/xpinstall/src/nsInstallTrigger.cpp ""/home/tbox/builds/tinderbox/AIX_5.1_Clobber/mozilla/xpinstall/src/nsInstallTrigger.cpp"", line 53.10: 1540-0836 (S) The #include file ""nsIPermissionManager.h"" is not found. gmake[4]: *** [nsInstallTrigger.o] Error 1 HPUX: Error 112: ""nsInstallTrigger.cpp"", line 53 # Include file ""nsIPermissionManager.h"" not found. #include ""nsIPermissionManager.h"" ^^^^^^^^^^^^^^^^^^^^^^^^ Error 419: ""nsInstallTrigger.cpp"", line 287 # 'nsIPermissionManager' is used as a type, but has not been defined as a type. nsIPermissionManager* aPermissionManager, ^^^^^^^^^^^^^^^^^^^^ Error 185: ""nsInstallTrigger.cpp"", line 311 # Left side of '->' requires a pointer to class; type found was 'int'. aPermissionManager->Add( uri, XPI_PERMISSION, aPermission ); ^^^^^^^^^^^^^^^^^^ Error 172: ""nsInstallTrigger.cpp"", line 344 # Undeclared variable 'nsIPermissionManager'. nsCOMPtr<nsIPermissionManager> permissionMgr = ^^^^^^^^^^^^^^^^^^^^ Error 321: ""nsInstallTrigger.cpp"", line 344 # A type argument was expected in the specialization of template 'nsCOMPtr'. nsCOMPtr<nsIPermissionManager> permissionMgr = ^^^^^^^^^^^^^^^^^^^^ Error 172: ""nsInstallTrigger.cpp"", line 345 # Undeclared variable 'NS_PERMISSIONMANAGER_CONTRACTID'. do_GetService(NS_PERMISSIONMANAGER_CONTRACTID); ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ Error 187: ""nsInstallTrigger.cpp"", line 344 # Referenced object '@$nsCOMPtr' is not a member of class nsCOMPtr<(int)0> [""nsInstallTrigger.cpp"", line 344]. nsCOMPtr<nsIPermissionManager> permissionMgr = ^^^^^^^^^^^^^ Error 166: ""nsInstallTrigger.cpp"", line 347 # Arithmetic or pointer type expected for operator '&&'; types found were 'class nsCOMPtr<(int)0>' and 'nsIURI *'. if ( permissionMgr && aLaunchURI ) ^^^^^^^^^^^^^^^^^^^^^^^^^^^ Error 585: ""nsInstallTrigger.cpp"", line 359 # Expected an operator before '::'. nsIPermissionManager::ALLOW_ACTION, ^^ Error 585: ""nsInstallTrigger.cpp"", line 362 # Expected an operator before '::'. nsIPermissionManager::DENY_ACTION, ^^ Error 172: ""nsInstallTrigger.cpp"", line 359 # Undeclared variable 'nsIPermissionManager'. nsIPermissionManager::ALLOW_ACTION, ^^^^^^^^^^^^^^^^^^^^ Error 172: ""nsInstallTrigger.cpp"", line 362 # Undeclared variable 'nsIPermissionManager'. nsIPermissionManager::DENY_ACTION, ^^^^^^^^^^^^^^^^^^^^ Error 699: ""nsInstallTrigger.cpp"", line 362 # Error limit reached; halting compilation. nsIPermissionManager::DENY_ACTION, ^^^^^^^^^^^^^^^^^^^^ make[4]: *** [nsInstallTrigger.o] Error 2 make[4]: *** Waiting for unfinished jobs.... make[4]: Leaving directory `/tmp_mnt/proj/mozilla/build/tinderbox/SeaMonkey/HP-UX_B.11.00_Clobber/mozilla/xpinstall/src'",MOZILLA
