Bug-ID;Project;Classification;Summary;Description;Link;Enviroment;Tags;Dataset
UVL_623;UVLHub;Other;Crear release automáticamente;**Describe el error** No se crea una release al fusionar una PR con main. **Para reproducir** Pasos para reproducir el comportamiento: 1. Crear rama 2. Cambiar funcionalidad 3. Crear PR a main 4. Fusionar PR con main **Comportamiento esperado** Se crea una nueva versión del producto, incrementando el número de versión en base a las etiquetas de la PR. **Capturas de pantalla** - **Entorno:** - **Contexto adicional** Sugerido en el seguimiento de CI y CD;https://github.com/espeto-hub/uvlhub/issues/43;;incidencia, ci, alta;UVLHub
UVL_624;UVLHub;Configuration;Despliegue en Vagrant;**Describe el error** El despliegue en Vagrant no se ha actualizado desde la creación del repositorio **Para reproducir** Pasos para reproducir el comportamiento: - **Comportamiento esperado** Un despliegue en Vagrant actualizado y funcional. **Capturas de pantalla** - **Entorno:** - Despliegue: Vagrant **Contexto adicional** -;https://github.com/espeto-hub/uvlhub/issues/42;;incidencia, alta;UVLHub
UVL_625;UVLHub;Other;Improve tests download all dataset;**Improve test** Both Selenium and Locust tests need enhancement to increase coverage.;https://github.com/espeto-hub/uvlhub/issues/41;;incidencia, media;UVLHub
UVL_626;UVLHub;Other;fix test for download all dataset;Describe el error hay un test que falta en la funcionalidad Para reproducir Pasos para reproducir el comportamiento: Ve a consola Ejecuta docker Ejecuta test Comportamiento esperado los test pasan correctamente porque se está evitando Capturas de pantalla no aplica Entorno: Contexto adicional no aplica;https://github.com/espeto-hub/uvlhub/issues/38;;incidencia, baja;UVLHub
UVL_627;UVLHub;Configuration;Deployment con Tailscale Funnel;**Describe el error** La imágen desplegada en el servidor usa el Tailscale Funnel de la máquina **Para reproducir** - **Comportamiento esperado** Debería tener un contenedor extra de Tailscale con Funnel incorporado **Capturas de pantalla** Si es aplicable, agrega capturas de pantalla para ayudar a explicar tu problema. **Entorno:** - Despliegue: Docker, Tailscale - Navegador: - **Contexto adicional** Tailscale Funnel se puede y debe desplegarse con el resto de contenedores para evitar errores en los puertos de la máquina y crear un despliegue auto-contenido;https://github.com/espeto-hub/uvlhub/issues/34;;incidencia, cd, baja;UVLHub
UVL_628;UVLHub;Other;fix test for download all dataset;**Describe el error** hay un test que falta en la funcionalidad **Para reproducir** Pasos para reproducir el comportamiento: 1. Ve a consola 2. Ejecuta docker 3. Ejecuta test **Comportamiento esperado** los test pasan correctamente **Capturas de pantalla** no aplica **Entorno:** **Contexto adicional** no aplica;https://github.com/espeto-hub/uvlhub/issues/29;;incidencia, baja;UVLHub
UVL_629;UVLHub;Configuration;Imágen de Docker erronea;**Describe el error** En docker-compose.yml, la imágen de Docker corresponde al proyecto del que se ha hecho fork. **Para reproducir** - **Comportamiento esperado** La imágen de docker debería corresponder a la de este repositorio **Capturas de pantalla** - **Entorno:** - Despliegue: Docker - Navegador: - **Contexto adicional** -;https://github.com/espeto-hub/uvlhub/issues/28;;incidencia, alta;UVLHub
UVL_630;UVLHub;Configuration;Integrar Codacy;Integrar Codacy para análisis automatizado;https://github.com/espeto-hub/uvlhub/issues/27;;ci, alta;UVLHub
UVL_631;UVLHub;Other;Testing de interfaz automatizado;Añadir tests de interfaz automatizados usando Selenium;https://github.com/espeto-hub/uvlhub/issues/24;;ci, baja;UVLHub
UVL_632;UVLHub;Other;Testing de carga automatizado;Añadir testing automatizado de carga usando Locust;https://github.com/espeto-hub/uvlhub/issues/22;;ci, baja;UVLHub
UVL_633;UVLHub;Other;Diario del equipo;Crear un diario del equipo siguiendo las instrucciones publicadas en [esta página](https://github.com/EGCETSII/Entregables/wiki/Diario-del-Equipo);https://github.com/espeto-hub/uvlhub/issues/10;;docs, baja;UVLHub
UVL_634;UVLHub;Other;Despliegue continuo;Añadir script de despliegue continuo;https://github.com/espeto-hub/uvlhub/issues/9;;cd, media;UVLHub
UVL_635;UVLHub;Other;Integración continua;Añadir scripts automáticos de integración continua (testing, linter, commits...);https://github.com/espeto-hub/uvlhub/issues/8;;ci, alta;UVLHub
UVL_636;UVLHub;Other;Documento del proyecto;Siguiendo las indicaciones publicadas [en esta página](https://github.com/EGCETSII/Entregables/wiki/Documento-del-proyecto);https://github.com/espeto-hub/uvlhub/issues/7;;docs, baja;UVLHub
UVL_637;UVLHub;Other;View user profile;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/6;;WI, media;UVLHub
UVL_638;UVLHub;Other;Advanced filtering;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/5;;WI, baja;UVLHub
UVL_639;UVLHub;Other;Rate datasets;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/4;;WI, media;UVLHub
UVL_640;UVLHub;Other;Download all datasets;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/3;;WI, media;UVLHub
UVL_641;UVLHub;Other;Bot integration;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/2;;WI, media;UVLHub
UVL_642;UVLHub;Other;Fakenodo;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/1;;WI, alta;UVLHub
UVL_643;UVLHub;Other;WI Improve UI-feature update repo url;Summary The repo url is linked to diverso lab uvlhub. It should redirect to our repository Detailed description The repo url is linked to diverso lab uvlhub. It should redirect to our repository Priority High Dificulty Easy Fusion change relevance Show;https://github.com/EGC-Serranito/serranito-hub/issues/156;;easy, show, High Priority;UVLHub
UVL_644;UVLHub;Other;WI Weather forecast - feature add Seville weather widget;"Summary Add a weather widget for Seville in the home page. Detailed description This issue focuses on integrating a weather widget for Seville into the home page of the application, with the following key objectives: 1. **Real-Time Weather Updates:** - Display up-to-date weather information for Seville, including temperature, weather conditions, and an icon representing the current weather. 2. **User-Friendly Design:** - Ensure the widget is visually appealing and seamlessly integrates with the existing layout of the home page. 3. **Ease of Integration:** - Use an external service (WeatherWidget.io) to simplify implementation, requiring minimal configuration and no backend dependencies. Implementation Steps 1. **Select and Configure Weather Widget:** - Use **WeatherWidget.io** to generate an embeddable widget for Seville. - Configure the widget with the ""pure"" theme to ensure it aligns with the application's design. 2. **Embed Widget in the Home Page:** - Add the widget's script and HTML code to the home page template. - Verify proper display and functionality on different screen sizes and devices. Dependencies - **WeatherWidget.io**: Provides the weather widget script and embeddable code. Priority Medium Dificulty Easy Fusion change relevance Show";https://github.com/EGC-Serranito/serranito-hub/issues/153;;easy, show, Medium Priority;UVLHub
UVL_645;UVLHub;Other;[BUG] - WI UVL Editor - feature solve update dataset problem;Summary When you want to update a dataset due to updating a uvl, the verification that the uvl is correct is not carried out, so you can upload one that is wrong Steps to Reproduce 1. Go into a dataset information page. 2. Go to edit one of the UVL models. 3. Edit the uvl with incorrect data 4. Notice that no error appears Expected result You should not be able to upload incorrect uvls Actual result You can upload incorrect uvls Priority Medium Attachments _No response_ Operating System Linux Browser Chrome Application Version 3.0.1 Other eenvironment details _No response_;https://github.com/EGC-Serranito/serranito-hub/issues/150;;bug, ask, Medium Priority;UVLHub
UVL_646;UVLHub;Other;WI Upload, analyse and repair UVL - feature create tests;Summary Develop a comprehensive testing suite for the UVL file management module. This will include unit tests for backend validation and functionality, performance tests with Locust, and end-to-end tests using Selenium for the user interface. Detailed description This issue focuses on developing a testing suite to ensure the reliability and usability of the UVL file management module. The testing suite will cover: - **Unit tests.** Validate backend functionalities, including UVL parsing, error detection, and correction integration. - **Performance tests.** Simulate concurrent uploads and measure system performance using Locust. - **End-to-end tests.** Use Selenium to test the user interface for uploading files, displaying errors, and verifying corrections. The goal is to ensure the module operates efficiently, accurately, and provides a seamless user experience. Priority High Dificulty Medium Fusion change relevance Show;https://github.com/EGC-Serranito/serranito-hub/issues/147;;show, High Priority, test;UVLHub
UVL_647;UVLHub;Other;WI Tag Cloud - feature add selenium tests;"Summary Add Selenium tests to validate the functionality of the Tag Cloud interface. Detailed description This issue introduces two Selenium-based end-to-end tests to ensure the correct functionality and user interaction flow of the Tag Cloud feature. The tests simulate user interactions and validate key behaviors of the Tag Cloud interface: Test Search Feature Simulates a user navigating to the application homepage and clicking the ""Explore more datasets"" button. Validates that the search input becomes visible and can be used to search for a specific tag (e.g., entering ""11""). Confirms that the search functionality works as expected and triggers the appropriate action. Test Visualize Tag Simulates a user clicking on the ""Explore more datasets"" button and selecting a tag (e.g., ""tag1"") from the Tag Cloud. Validates that the visualization for the selected tag is displayed correctly. Priority High Dificulty Easy Fusion change relevance Show";https://github.com/EGC-Serranito/serranito-hub/issues/144;;show, High Priority, test;UVLHub
UVL_648;UVLHub;Other;WI Bot integration - feature create new tests;Summary Add unit tests for create_node_route to validate behavior for chat, bot, and feature creation under specific conditions. Detailed description This issue adds four new unit tests to ensure that the create_node_route functionality behaves as expected under various scenarios related to chat, bot, and feature creation: Test Creating a Chat Node with No Children Verifies that the service successfully creates a chat node when there are no existing child nodes. Test Bot Creation Limit with Exact Threshold Ensures that the system allows the creation of a bot when the number of existing bots is exactly at the limit (e.g., 5 bots). Test Chat Creation Limit with Exact Threshold Verifies that a new chat can be created when the number of existing chats is exactly at the limit (e.g., 3 chats). Test Feature Creation Limit with Exact Threshold Ensures that the system allows the creation of a feature when the number of existing features is exactly at the limit (e.g., 3 features). Each test mocks the repository behavior to simulate specific scenarios and verifies that: The expected service methods are called with the correct parameters. The system returns the expected result when conditions are met. Priority High Dificulty Medium Fusion change relevance Show;https://github.com/EGC-Serranito/serranito-hub/issues/142;;show, High Priority, test;UVLHub
UVL_649;UVLHub;Other;WI Workflow ship-feature ship pull request automerge workflow;Summary This workflow enables the auto-merging of PRs whose titles start with ship or ship-, ensuring they pass most automated checks and are mergeable before proceeding with the merge. Detailed description PR Title The title must start with ship or ship-. Examples: ✅ ship-feature add user login ✅ ship-bugfix dataset upload fix ❌ fix login issue (this will not trigger the workflow) Status Checks Priority Low Dificulty Easy Fusion change relevance Ship;https://github.com/EGC-Serranito/serranito-hub/issues/141;;easy, ship, Low Priority;UVLHub
UVL_650;UVLHub;Other;WI Sign up validation - feature add tests for the new functionality;Summary The code associated with this Work Item is not covered by the existing tests. Detailed description Unit tests, integration tests, load tests, and interface tests will be developed to ensure comprehensive coverage. Priority Low Dificulty Easy Fusion change relevance Show;https://github.com/EGC-Serranito/serranito-hub/issues/129;;easy, show, Low Priority, test;UVLHub
